ID,wearable,engagement_level,pscore,ipw,outcome
448,0,0,0.23754988066845695,1.1841430371752697,0
449,0,0,0.060897373357206276,0.9613965230057007,0
450,0,0,0.06201053161299335,0.9625374595649449,0
451,0,0,0.101382988277322,1.0047105588053693,0
452,0,0,0.1603546959817972,1.0752754712963046,0
453,0,0,0.06353951909828412,0.9641090237257532,0
454,0,0,0.17522296488347805,1.0946594795432787,0
455,0,0,0.1065098288161568,1.0104755811736106,0
456,0,0,0.14007706215707622,1.049919661713708,0
457,0,0,0.0839528641782485,0.9855933878227668,0
458,0,0,0.391618107500793,1.4840185270653372,0
459,0,0,0.048989401100184196,0.9493585045680581,0
460,0,0,0.042148931042445416,0.9425786839518692,0
461,0,0,0.16497178216033634,1.081220946443824,0
462,0,0,0.05778757572284885,0.9582234077337216,0
463,0,0,0.060781724315197794,0.9612781430829991,0
464,0,0,0.04699093158265045,0.9473676903193109,0
465,0,0,0.03056610913361176,0.9313167287694273,0
466,1,2,0.3639069241923357,0.26696386779590975,0
467,0,0,0.17058681472114443,1.088540688795966,0
468,0,0,0.3490878032509367,1.3870534374822276,0
469,0,0,0.08915943347869017,0.9912272610431434,0
470,0,0,0.02695409753299935,0.9278596186581459,0
471,0,0,0.06191653442661798,0.9624410120564877,0
472,1,1,0.1449804127783842,0.6700905187006228,0
473,0,0,0.04833763069180818,0.9487083120206032,0
474,0,0,0.2585786178665099,1.21772857076483,0
475,0,0,0.027162719192822805,0.928058595010663,0
476,0,0,0.08626843764186748,0.9880910731263921,0
477,0,0,0.1423517155277811,1.052704256915175,0
478,0,0,0.09072201558493366,0.9929306718898517,0
479,0,0,0.08732534313049112,0.9892353131582446,0
480,0,0,0.039538565997697346,0.9400169210726875,0
481,0,0,0.041181855819111504,0.941627988038546,0
482,0,0,0.0872611198132816,0.9891657072997775,0
483,0,0,0.06485562910304746,0.9654658982055632,0
484,0,0,0.05895703049182843,0.9594142130106665,1
485,0,0,0.0289034790398916,0.9297222063026943,1
486,1,1,0.09824744149419978,0.9888298211392378,0
487,0,0,0.05359142516529732,0.9539748730167543,0
488,0,0,0.061417266702034304,0.9619290532092938,0
489,0,0,0.03892234751251951,0.9394142061914854,0
490,0,0,0.09392950472316683,0.9964456460135077,0
491,0,0,0.06696973152529867,0.96765349475303,0
492,0,0,0.17714284451162343,1.0972135248238175,0
493,1,1,0.3637868947548285,0.2670519510208647,0
494,0,0,0.04676315354805286,0.9471413147324408,0
495,0,0,0.07884431369025459,0.9801274783601703,0
496,0,0,0.021430677737146145,0.9226224238382446,1
497,0,0,0.20043361311426355,1.1291745311061019,0
498,0,0,0.11408346196539289,1.0191140601154836,0
499,0,0,0.13095980566926735,1.038904766303942,0
500,0,0,0.12318901177242457,1.0296974058513595,0
501,0,0,0.23220659173597366,1.1759022548021525,0
502,0,0,0.04573044125608549,0.946116316639405,0
503,0,0,0.2372974994703376,1.183751199678658,0
504,0,0,0.07871232817388761,0.9799870633353165,0
505,0,0,0.0761080481275483,0.9772246615744371,0
506,0,0,0.05336199396399809,0.9537436636212617,0
507,0,0,0.03670381327267433,0.9372506737177264,1
508,0,0,0.029446580398038352,0.9302424593693924,0
509,0,0,0.04454799529099471,0.9449454243124192,0
510,0,0,0.02354046060396698,0.9246158837859683,1
511,1,2,0.05751679936074464,1.6890717334734473,0
512,0,0,0.10460320543948436,1.0083239134701676,0
513,1,5,0.07441431791793719,1.3055283273204648,0
514,0,0,0.05179865666060431,0.9521711884737752,0
515,1,1,0.32536100102223303,0.29859140983359733,0
516,0,0,0.043678437286664436,0.9440862103310519,0
517,0,0,0.04482927223881738,0.9452236901313823,0
518,0,0,0.0494251151451421,0.9497936610620193,0
519,0,0,0.1327367347993005,1.0410333704045058,0
520,1,3,0.06830285916755749,1.4223416293858808,0
521,0,0,0.036863203572460375,0.9374057801017964,0
522,0,0,0.05527593781267545,0.9556758805418057,0
523,0,0,0.039793221359642306,0.9402662219051697,0
524,0,0,0.08337176127840673,0.9849685639830307,0
525,0,0,0.04214361481259759,0.9425734525152873,0
526,0,0,0.2672895181176496,1.2322056560190826,0
527,0,0,0.10680250510835197,1.0108066862742657,0
528,0,0,0.1670513345608324,1.0839203392250807,0
529,0,0,0.05819163849400261,0.9586345130300202,0
530,0,0,0.06562534153477187,0.9662612227550056,0
531,0,0,0.05881386606308241,0.9592682758970773,0
532,0,0,0.03332794652682025,0.9339775539760676,0
